2,BOS
3,EOS
4,。
5,我
6,的
7,了
8,你
9,他
10,是
11,一
12,在
13,不
14,这
15,？
16,们
17,有
18,个
19,她
20,吗
21,么
22,很
23,汤
24,姆
25,，
26,要
27,会
28,人
29,天
30,来
31,去
32,到
33,上
34,里
35,没
36,什
37,好
38,想
39,那
40,子
41,说
42,为
43,时
44,能
45,看
46,得
47,做
48,车
49,学
50,多
51,下
52,生
53,给
54,点
55,以
56,大
57,可
58,道
59,都
60,开
61,欢
62,喜
63,把
64,家
65,过
66,对
67,知
68,?
69,事
70,就
71,起
72,语
73,本
74,作
75,该
76,请
77,书
78,常
79,意
80,着
81,让
82,间
83,打
84,出
85,年
86,和
87,地
88,自
89,话
90,吃
91,成
92,发
93,用
94,见
95,问
96,日
97,工
98,些
99,法
100,孩
101,明
102,晚
103,儿
104,现
105,经
106,前
107,今
108,最
109,英
110,小
111,应
112,从
113,中
114,信
115,回
116,哪
117,认
118,候
119,国
120,行
121,真
122,所
123,电
124,丽
125,房
126,样
127,告
128,它
129,亲
130,跟
131,被
132,还
133,比
134,每
135,玛
136,正
137,昨
138,早
139,机
140,何
141,相
142,只
143,于
144,后
145,果
146,钱
147,听
148,父
149,高
150,帮
151,必
152,觉
153,太
154,快
155,心
156,公
157,您
158,如
159,再
160,手
161,已
162,住
163,长
164,非
165,美
166,无
167,球
168,任
169,定
170,东
171,感
172,题
173,0
174,花
175,十
176,走
177,诉
178,o
179,别
180,怎
181,名
182,面
183,西
184,买
185,女
186,望
187,气
188,读
189,友
190,当
191,老
192,需
193,完
194,周
195,两
196,火
197,次
198,男
199,几
200,母
201,力
202,将
203,己
204,也
205,期
206,游
207,物
208,朋
209,加
210,T
211,谁
212,错
213,三
214,之
215,士
216,同
217,！
218,习
219,照
220,关
221,新
222,音
223,m
224,受
225,找
226,乐
227,写
228,爱
229,外
230,须
231,方
232,分
233,理
234,离
235,总
236,少
237,但
238,等
239,水
240,字
241,雨
242,放
243,始
244,更
245,解
246,试
247,校
248,情
249,饭
250,希
251,星
252,门
253,场
254,妈
255,吧
256,全
257,像
258,难
259,医
260,进
261,直
262,议
263,狗
264,钟
265,谢
266,待
267,重
268,带
269,餐
270,师
271,文
272,睡
273,喝
274,决
275,结
276,午
277,玩
278,1
279,服
280,种
281,许
282,交
283,月
284,记
285,兴
286,通
287,站
288,路
289,弟
290,色
291,件
292,活
293,动
294,爸
295,婚
296,条
297,教
298,助
299,妹
300,近
301,然
302,张
303,计
304,园
305,忙
306,表
307,步
308,衣
309,因
310,泳
311,位
312,笑
313,头
314,视
315,","
316,实
317,穿
318,确
319,久
320,班
321,边
322,利
323,白
324,轻
325,趣
326,叔
327,收
328,旅
329,识
330,远
331,拿
332,死
333,失
334,提
335,乎
336,息
337,接
338,业
339,安
340,功
341,准
342,礼
343,叫
344,馆
345,言
346,而
347,向
348,怕
349,床
350,马
351,论
352,口
